article_id,title,stored_score,score_band,category,config_name,config_label,repetition,parsed_score,response_provider,response_model,message_content_empty,fallback_source,raw_output,message_content,message_reasoning,choice_reasoning_content,response_id,finish_reason,latency_seconds,http_attempts,status,error,prompt_sha256,common_payload_sha256,request_payload_sha256,completed_at
7575141576054211087,河南两部门联合发文！事关学校餐饮具清洗消毒,40.0,2,external_positive,A,生产基线,1,85,GMICloud,deepseek/deepseek-v4-flash,False,message.content,85,85,,,gen-1786274005-ofZKmzhfxuPQ09PVBIqF,stop,18.28685710206628,1,ok,,c7744255e23a0d897ee678af4d7f00e339d7eebeb5b5ce1bf649fb416ce90f92,861e52981319d2a593f18b131f57dda4a51ac19e7cfdd15c9c927081dd5e3377,c3a09efd5c76125f19a0b53b00d6d105b01524bbc4e8da4a328169eac806c349,2026-08-09T11:13:42.455497+00:00
7575141576054211087,河南两部门联合发文！事关学校餐饮具清洗消毒,40.0,2,external_positive,A,生产基线,2,55,Baidu,deepseek/deepseek-v4-flash,False,message.content,55,55,,,gen-1786273999-jCsgzqokVr7UAJ0UwOqp,stop,8.431587602943182,1,ok,,c7744255e23a0d897ee678af4d7f00e339d7eebeb5b5ce1bf649fb416ce90f92,861e52981319d2a593f18b131f57dda4a51ac19e7cfdd15c9c927081dd5e3377,c3a09efd5c76125f19a0b53b00d6d105b01524bbc4e8da4a328169eac806c349,2026-08-09T11:13:26.598774+00:00
7575141576054211087,河南两部门联合发文！事关学校餐饮具清洗消毒,40.0,2,external_positive,A,生产基线,3,82,CoreWeave,deepseek/deepseek-v4-flash,False,message.content,82,82,,,gen-1786274054-HWwoufXoalJy8zotw6N2,stop,6.7021099999547005,1,ok,,c7744255e23a0d897ee678af4d7f00e339d7eebeb5b5ce1bf649fb416ce90f92,861e52981319d2a593f18b131f57dda4a51ac19e7cfdd15c9c927081dd5e3377,c3a09efd5c76125f19a0b53b00d6d105b01524bbc4e8da4a328169eac806c349,2026-08-09T11:14:19.965613+00:00
7575141576054211087,河南两部门联合发文！事关学校餐饮具清洗消毒,40.0,2,external_positive,A,生产基线,4,65,Baidu,deepseek/deepseek-v4-flash,False,message.content,65,65,,,gen-1786274025-RkKslx8FsaVeUMNZxWp0,stop,47.84045710042119,1,ok,,c7744255e23a0d897ee678af4d7f00e339d7eebeb5b5ce1bf649fb416ce90f92,861e52981319d2a593f18b131f57dda4a51ac19e7cfdd15c9c927081dd5e3377,c3a09efd5c76125f19a0b53b00d6d105b01524bbc4e8da4a328169eac806c349,2026-08-09T11:14:32.106847+00:00
7575141576054211087,河南两部门联合发文！事关学校餐饮具清洗消毒,40.0,2,external_positive,A,生产基线,5,50,CoreWeave,deepseek/deepseek-v4-flash,False,message.content,50,50,,,gen-1786274023-OuvJDciSQs4sKK9mEMA6,stop,23.353405099362135,1,ok,,c7744255e23a0d897ee678af4d7f00e339d7eebeb5b5ce1bf649fb416ce90f92,861e52981319d2a593f18b131f57dda4a51ac19e7cfdd15c9c927081dd5e3377,c3a09efd5c76125f19a0b53b00d6d105b01524bbc4e8da4a328169eac806c349,2026-08-09T11:14:05.657064+00:00
7575141576054211087,河南两部门联合发文！事关学校餐饮具清洗消毒,40.0,2,external_positive,D,固定 provider + 关闭 reasoning,1,28,Alibaba,deepseek/deepseek-v4-flash,False,message.content,28,28,,,gen-1786273433-B204cZthmvpeNAo0Jiur,stop,2.0528976023197174,1,ok,,c7744255e23a0d897ee678af4d7f00e339d7eebeb5b5ce1bf649fb416ce90f92,861e52981319d2a593f18b131f57dda4a51ac19e7cfdd15c9c927081dd5e3377,5f71d666f2a215871ce05ba9d9cbab1da49a5b65c7e3e8cde51c7e7565078558,2026-08-09T11:03:53.767355+00:00
7575141576054211087,河南两部门联合发文！事关学校餐饮具清洗消毒,40.0,2,external_positive,D,固定 provider + 关闭 reasoning,2,75,Alibaba,deepseek/deepseek-v4-flash,False,message.content,75,75,,,gen-1786273431-7XEwTw69c6cbnRbrZin3,stop,2.249040298163891,1,ok,,c7744255e23a0d897ee678af4d7f00e339d7eebeb5b5ce1bf649fb416ce90f92,861e52981319d2a593f18b131f57dda4a51ac19e7cfdd15c9c927081dd5e3377,5f71d666f2a215871ce05ba9d9cbab1da49a5b65c7e3e8cde51c7e7565078558,2026-08-09T11:03:51.561637+00:00
7575141576054211087,河南两部门联合发文！事关学校餐饮具清洗消毒,40.0,2,external_positive,D,固定 provider + 关闭 reasoning,3,28,Alibaba,deepseek/deepseek-v4-flash,False,message.content,28,28,,,gen-1786273442-qwRLyIuFomqQesuIFjkU,stop,1.8514628000557423,1,ok,,c7744255e23a0d897ee678af4d7f00e339d7eebeb5b5ce1bf649fb416ce90f92,861e52981319d2a593f18b131f57dda4a51ac19e7cfdd15c9c927081dd5e3377,5f71d666f2a215871ce05ba9d9cbab1da49a5b65c7e3e8cde51c7e7565078558,2026-08-09T11:04:03.121071+00:00
7575141576054211087,河南两部门联合发文！事关学校餐饮具清洗消毒,40.0,2,external_positive,D,固定 provider + 关闭 reasoning,4,75,Alibaba,deepseek/deepseek-v4-flash,False,message.content,75,75,,,gen-1786273457-sJUJ80GzAkLw2qTr1Zg7,stop,1.8199138976633549,1,ok,,c7744255e23a0d897ee678af4d7f00e339d7eebeb5b5ce1bf649fb416ce90f92,861e52981319d2a593f18b131f57dda4a51ac19e7cfdd15c9c927081dd5e3377,5f71d666f2a215871ce05ba9d9cbab1da49a5b65c7e3e8cde51c7e7565078558,2026-08-09T11:04:18.359084+00:00
7575141576054211087,河南两部门联合发文！事关学校餐饮具清洗消毒,40.0,2,external_positive,D,固定 provider + 关闭 reasoning,5,75,Alibaba,deepseek/deepseek-v4-flash,False,message.content,75,75,,,gen-1786273432-v7G0auSjlBzJUnMwuK1Q,stop,1.927767101675272,1,ok,,c7744255e23a0d897ee678af4d7f00e339d7eebeb5b5ce1bf649fb416ce90f92,861e52981319d2a593f18b131f57dda4a51ac19e7cfdd15c9c927081dd5e3377,5f71d666f2a215871ce05ba9d9cbab1da49a5b65c7e3e8cde51c7e7565078558,2026-08-09T11:03:53.382552+00:00
7581807128730534452,中国技术为攻克艾滋病开新路，国产“抗艾”疫苗已在路上,0.0,0,internal_positive,A,生产基线,1,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786274142-dbz1NLkYkN4J2XXLJEu3,stop,6.585352599620819,1,ok,,1856893384662d4fb9020979850292dadb2aa1a2565a3fd3a2de406d9435f9c8,58f9c775d210ec9befcdac6fedd228fd56d7a783eb7a0be4816c516a75b5845f,d234921ab289d9f9aaa69b40d4a8dbe0acdeefcf130b34fdea2601dae7a4fbda,2026-08-09T11:15:47.682095+00:00
7581807128730534452,中国技术为攻克艾滋病开新路，国产“抗艾”疫苗已在路上,0.0,0,internal_positive,A,生产基线,2,5,Alibaba,deepseek/deepseek-v4-flash,False,message.content,5,5,,,gen-1786274143-fZuSdsr8vGwQxyv1oj2v,stop,6.949186898767948,1,ok,,1856893384662d4fb9020979850292dadb2aa1a2565a3fd3a2de406d9435f9c8,58f9c775d210ec9befcdac6fedd228fd56d7a783eb7a0be4816c516a75b5845f,d234921ab289d9f9aaa69b40d4a8dbe0acdeefcf130b34fdea2601dae7a4fbda,2026-08-09T11:15:49.276386+00:00
7581807128730534452,中国技术为攻克艾滋病开新路，国产“抗艾”疫苗已在路上,0.0,0,internal_positive,A,生产基线,3,5,Alibaba,deepseek/deepseek-v4-flash,False,message.content,5,5,,,gen-1786274058-x0mV0xp92swJ5JWt2Gmx,stop,3.2268715985119343,1,ok,,1856893384662d4fb9020979850292dadb2aa1a2565a3fd3a2de406d9435f9c8,58f9c775d210ec9befcdac6fedd228fd56d7a783eb7a0be4816c516a75b5845f,d234921ab289d9f9aaa69b40d4a8dbe0acdeefcf130b34fdea2601dae7a4fbda,2026-08-09T11:14:20.765189+00:00
7581807128730534452,中国技术为攻克艾滋病开新路，国产“抗艾”疫苗已在路上,0.0,0,internal_positive,A,生产基线,4,5,Alibaba,deepseek/deepseek-v4-flash,False,message.content,5,5,,,gen-1786274027-PcU5gk7hbntIK1atF7Ji,stop,3.627624299377203,1,ok,,1856893384662d4fb9020979850292dadb2aa1a2565a3fd3a2de406d9435f9c8,58f9c775d210ec9befcdac6fedd228fd56d7a783eb7a0be4816c516a75b5845f,d234921ab289d9f9aaa69b40d4a8dbe0acdeefcf130b34fdea2601dae7a4fbda,2026-08-09T11:13:49.926500+00:00
7581807128730534452,中国技术为攻克艾滋病开新路，国产“抗艾”疫苗已在路上,0.0,0,internal_positive,A,生产基线,5,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786274023-fFc1WoD25XAcpUEH25Nb,stop,3.8405102975666523,1,ok,,1856893384662d4fb9020979850292dadb2aa1a2565a3fd3a2de406d9435f9c8,58f9c775d210ec9befcdac6fedd228fd56d7a783eb7a0be4816c516a75b5845f,d234921ab289d9f9aaa69b40d4a8dbe0acdeefcf130b34fdea2601dae7a4fbda,2026-08-09T11:13:46.297411+00:00
7581807128730534452,中国技术为攻克艾滋病开新路，国产“抗艾”疫苗已在路上,0.0,0,internal_positive,D,固定 provider + 关闭 reasoning,1,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786273456-1BpAvWFvhgYe9WTDu9bx,stop,1.6063221022486687,1,ok,,1856893384662d4fb9020979850292dadb2aa1a2565a3fd3a2de406d9435f9c8,58f9c775d210ec9befcdac6fedd228fd56d7a783eb7a0be4816c516a75b5845f,65a7926191667751565e35702001ff3a9837849faab9880bf69f09767448a9a0,2026-08-09T11:04:17.016805+00:00
7581807128730534452,中国技术为攻克艾滋病开新路，国产“抗艾”疫苗已在路上,0.0,0,internal_positive,D,固定 provider + 关闭 reasoning,2,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786273445-fxbObodC0D05C0ladbEd,stop,1.664631199091673,1,ok,,1856893384662d4fb9020979850292dadb2aa1a2565a3fd3a2de406d9435f9c8,58f9c775d210ec9befcdac6fedd228fd56d7a783eb7a0be4816c516a75b5845f,65a7926191667751565e35702001ff3a9837849faab9880bf69f09767448a9a0,2026-08-09T11:04:06.306790+00:00
7581807128730534452,中国技术为攻克艾滋病开新路，国产“抗艾”疫苗已在路上,0.0,0,internal_positive,D,固定 provider + 关闭 reasoning,3,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786273434-O03Ip6CspX33nfZwVj9J,stop,1.8515314981341362,1,ok,,1856893384662d4fb9020979850292dadb2aa1a2565a3fd3a2de406d9435f9c8,58f9c775d210ec9befcdac6fedd228fd56d7a783eb7a0be4816c516a75b5845f,65a7926191667751565e35702001ff3a9837849faab9880bf69f09767448a9a0,2026-08-09T11:03:55.235563+00:00
7581807128730534452,中国技术为攻克艾滋病开新路，国产“抗艾”疫苗已在路上,0.0,0,internal_positive,D,固定 provider + 关闭 reasoning,4,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786273428-0AgT9q4mUz8DOiyR8IzH,stop,2.5816099010407925,1,ok,,1856893384662d4fb9020979850292dadb2aa1a2565a3fd3a2de406d9435f9c8,58f9c775d210ec9befcdac6fedd228fd56d7a783eb7a0be4816c516a75b5845f,65a7926191667751565e35702001ff3a9837849faab9880bf69f09767448a9a0,2026-08-09T11:03:49.516242+00:00
7581807128730534452,中国技术为攻克艾滋病开新路，国产“抗艾”疫苗已在路上,0.0,0,internal_positive,D,固定 provider + 关闭 reasoning,5,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786273437-ONa2jbNzeA8sipaVic6e,stop,2.022751599550247,1,ok,,1856893384662d4fb9020979850292dadb2aa1a2565a3fd3a2de406d9435f9c8,58f9c775d210ec9befcdac6fedd228fd56d7a783eb7a0be4816c516a75b5845f,65a7926191667751565e35702001ff3a9837849faab9880bf69f09767448a9a0,2026-08-09T11:03:58.280244+00:00
7584276121978405412,马鞍山雨山区：产业“造血”让落星村“和美蝶变”,10.0,0,external_positive,A,生产基线,1,5,StreamLake,deepseek/deepseek-v4-flash,False,message.content,5,5,,,gen-1786274064-kO6VHu4PZQJmAuzygTeZ,stop,7.063305199146271,1,ok,,d7b7ae80cdaf5e8e7fe19deadc81ae06151c854617e150c3a73f5bcd4644feca,621644cbf7033d31755be69f68b064bfdb7f5b7ac984bc1943a9700994286c85,3c0752be2581e3d45bfe2f75ca41df04c2b9ed86d8ae9af5432b9e6385dca633,2026-08-09T11:14:30.220842+00:00
7584276121978405412,马鞍山雨山区：产业“造血”让落星村“和美蝶变”,10.0,0,external_positive,A,生产基线,2,5,Parasail,deepseek/deepseek-v4-flash,False,message.content,5,5,,,gen-1786274039-tUWWj9bJQ9PpmnEy65Gt,stop,3.5510376021265984,1,ok,,d7b7ae80cdaf5e8e7fe19deadc81ae06151c854617e150c3a73f5bcd4644feca,621644cbf7033d31755be69f68b064bfdb7f5b7ac984bc1943a9700994286c85,3c0752be2581e3d45bfe2f75ca41df04c2b9ed86d8ae9af5432b9e6385dca633,2026-08-09T11:14:02.340042+00:00
7584276121978405412,马鞍山雨山区：产业“造血”让落星村“和美蝶变”,10.0,0,external_positive,A,生产基线,3,5,StreamLake,deepseek/deepseek-v4-flash,False,message.content,5,5,,,gen-1786274087-QN9w6hyYfawcGQMfQwP6,stop,6.965663101524115,1,ok,,d7b7ae80cdaf5e8e7fe19deadc81ae06151c854617e150c3a73f5bcd4644feca,621644cbf7033d31755be69f68b064bfdb7f5b7ac984bc1943a9700994286c85,3c0752be2581e3d45bfe2f75ca41df04c2b9ed86d8ae9af5432b9e6385dca633,2026-08-09T11:14:53.781542+00:00
7584276121978405412,马鞍山雨山区：产业“造血”让落星村“和美蝶变”,10.0,0,external_positive,A,生产基线,4,5,StreamLake,deepseek/deepseek-v4-flash,False,message.content,5,5,,,gen-1786274009-HpnC7Lrl84m3GYR67UEh,stop,7.901012599468231,1,ok,,d7b7ae80cdaf5e8e7fe19deadc81ae06151c854617e150c3a73f5bcd4644feca,621644cbf7033d31755be69f68b064bfdb7f5b7ac984bc1943a9700994286c85,3c0752be2581e3d45bfe2f75ca41df04c2b9ed86d8ae9af5432b9e6385dca633,2026-08-09T11:13:36.152516+00:00
7584276121978405412,马鞍山雨山区：产业“造血”让落星村“和美蝶变”,10.0,0,external_positive,A,生产基线,5,5,Alibaba,deepseek/deepseek-v4-flash,False,message.content,5,5,,,gen-1786274134-Ba1qhE1Cbpd3cb4qhrZt,stop,17.920599900186062,1,ok,,d7b7ae80cdaf5e8e7fe19deadc81ae06151c854617e150c3a73f5bcd4644feca,621644cbf7033d31755be69f68b064bfdb7f5b7ac984bc1943a9700994286c85,3c0752be2581e3d45bfe2f75ca41df04c2b9ed86d8ae9af5432b9e6385dca633,2026-08-09T11:15:51.690573+00:00
7584276121978405412,马鞍山雨山区：产业“造血”让落星村“和美蝶变”,10.0,0,external_positive,D,固定 provider + 关闭 reasoning,1,19,Alibaba,deepseek/deepseek-v4-flash,False,message.content,19,19,,,gen-1786273436-F4Ynw9nr6HSbrkNE3k6q,stop,1.9714302010834217,1,ok,,d7b7ae80cdaf5e8e7fe19deadc81ae06151c854617e150c3a73f5bcd4644feca,621644cbf7033d31755be69f68b064bfdb7f5b7ac984bc1943a9700994286c85,c08b226b8edb3011e57b55534757823532a61dd52d7f2527ca539cf219ce2326,2026-08-09T11:03:57.208370+00:00
7584276121978405412,马鞍山雨山区：产业“造血”让落星村“和美蝶变”,10.0,0,external_positive,D,固定 provider + 关闭 reasoning,2,19,Alibaba,deepseek/deepseek-v4-flash,False,message.content,19,19,,,gen-1786273437-9S9AoyUnMR4jPqA6EuGv,stop,1.9853883013129234,1,ok,,d7b7ae80cdaf5e8e7fe19deadc81ae06151c854617e150c3a73f5bcd4644feca,621644cbf7033d31755be69f68b064bfdb7f5b7ac984bc1943a9700994286c85,c08b226b8edb3011e57b55534757823532a61dd52d7f2527ca539cf219ce2326,2026-08-09T11:03:58.244902+00:00
7584276121978405412,马鞍山雨山区：产业“造血”让落星村“和美蝶变”,10.0,0,external_positive,D,固定 provider + 关闭 reasoning,3,19,Alibaba,deepseek/deepseek-v4-flash,False,message.content,19,19,,,gen-1786273454-iSaK0GR0dkPzXGMzmryP,stop,2.725833896547556,1,ok,,d7b7ae80cdaf5e8e7fe19deadc81ae06151c854617e150c3a73f5bcd4644feca,621644cbf7033d31755be69f68b064bfdb7f5b7ac984bc1943a9700994286c85,c08b226b8edb3011e57b55534757823532a61dd52d7f2527ca539cf219ce2326,2026-08-09T11:04:15.409079+00:00
7584276121978405412,马鞍山雨山区：产业“造血”让落星村“和美蝶变”,10.0,0,external_positive,D,固定 provider + 关闭 reasoning,4,19,Alibaba,deepseek/deepseek-v4-flash,False,message.content,19,19,,,gen-1786273458-M7CAsy9pvjfYUtVEHm96,stop,1.740359403192997,1,ok,,d7b7ae80cdaf5e8e7fe19deadc81ae06151c854617e150c3a73f5bcd4644feca,621644cbf7033d31755be69f68b064bfdb7f5b7ac984bc1943a9700994286c85,c08b226b8edb3011e57b55534757823532a61dd52d7f2527ca539cf219ce2326,2026-08-09T11:04:18.758533+00:00
7584276121978405412,马鞍山雨山区：产业“造血”让落星村“和美蝶变”,10.0,0,external_positive,D,固定 provider + 关闭 reasoning,5,19,Alibaba,deepseek/deepseek-v4-flash,False,message.content,19,19,,,gen-1786273442-QItK74bWcPwmjidIy58A,stop,2.0168947987258434,1,ok,,d7b7ae80cdaf5e8e7fe19deadc81ae06151c854617e150c3a73f5bcd4644feca,621644cbf7033d31755be69f68b064bfdb7f5b7ac984bc1943a9700994286c85,c08b226b8edb3011e57b55534757823532a61dd52d7f2527ca539cf219ce2326,2026-08-09T11:04:02.704704+00:00
7610991657323987498,怕冷的玉米，有了“保暖又管饱”的新方案,70.0,3,internal_positive,A,生产基线,1,55,Alibaba,deepseek/deepseek-v4-flash,False,message.content,55,55,,,gen-1786274125-ofVDYZKBUsYwQms95bZt,stop,12.339723899960518,1,ok,,c522cedf00021e6bb2ebe1c746a126114c26fea438b565ff84af964408b247cb,d201851548a22e558441bcd42a77170b95c68929df871ed4ec6c52dafda9735c,d0a7e2d5f776dd1558ad3f054454c92b6243efc873bd8d10923ef972bab43a2b,2026-08-09T11:15:36.312874+00:00
7610991657323987498,怕冷的玉米，有了“保暖又管饱”的新方案,70.0,3,internal_positive,A,生产基线,2,60,Alibaba,deepseek/deepseek-v4-flash,False,message.content,60,60,,,gen-1786274036-Q0yxsIJdFf8H7PR9Et8M,stop,3.7825599014759064,1,ok,,c522cedf00021e6bb2ebe1c746a126114c26fea438b565ff84af964408b247cb,d201851548a22e558441bcd42a77170b95c68929df871ed4ec6c52dafda9735c,d0a7e2d5f776dd1558ad3f054454c92b6243efc873bd8d10923ef972bab43a2b,2026-08-09T11:13:58.787548+00:00
7610991657323987498,怕冷的玉米，有了“保暖又管饱”的新方案,70.0,3,internal_positive,A,生产基线,3,60,Alibaba,deepseek/deepseek-v4-flash,False,message.content,60,60,,,gen-1786274117-XICEc80AakRizLy2mkB7,stop,6.267939198762178,1,ok,,c522cedf00021e6bb2ebe1c746a126114c26fea438b565ff84af964408b247cb,d201851548a22e558441bcd42a77170b95c68929df871ed4ec6c52dafda9735c,d0a7e2d5f776dd1558ad3f054454c92b6243efc873bd8d10923ef972bab43a2b,2026-08-09T11:15:22.837835+00:00
7610991657323987498,怕冷的玉米，有了“保暖又管饱”的新方案,70.0,3,internal_positive,A,生产基线,4,60,Alibaba,deepseek/deepseek-v4-flash,False,message.content,60,60,,,gen-1786274064-uW8J5eOx1bKC36SfxtBI,stop,7.159161500632763,1,ok,,c522cedf00021e6bb2ebe1c746a126114c26fea438b565ff84af964408b247cb,d201851548a22e558441bcd42a77170b95c68929df871ed4ec6c52dafda9735c,d0a7e2d5f776dd1558ad3f054454c92b6243efc873bd8d10923ef972bab43a2b,2026-08-09T11:14:30.255368+00:00
7610991657323987498,怕冷的玉米，有了“保暖又管饱”的新方案,70.0,3,internal_positive,A,生产基线,5,62,Alibaba,deepseek/deepseek-v4-flash,False,message.content,62,62,,,gen-1786274139-JL1cNZ9DP3t442TzyZ9y,stop,7.719525899738073,1,ok,,c522cedf00021e6bb2ebe1c746a126114c26fea438b565ff84af964408b247cb,d201851548a22e558441bcd42a77170b95c68929df871ed4ec6c52dafda9735c,d0a7e2d5f776dd1558ad3f054454c92b6243efc873bd8d10923ef972bab43a2b,2026-08-09T11:15:45.902373+00:00
7610991657323987498,怕冷的玉米，有了“保暖又管饱”的新方案,70.0,3,internal_positive,D,固定 provider + 关闭 reasoning,1,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786273421-YyQrpgvqlMPjElk109X5,stop,2.6671938970685005,1,ok,,c522cedf00021e6bb2ebe1c746a126114c26fea438b565ff84af964408b247cb,d201851548a22e558441bcd42a77170b95c68929df871ed4ec6c52dafda9735c,ee51363f1af4ec6adaf46a55f444a4da6b44a39ce044bdc8c0ffdafe7e10d960,2026-08-09T11:03:42.125673+00:00
